Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Pastry,0,0,0,2.0,3.752178916001867,,,,,,,,,,,,0,0,0,9,,,,,0.043285667001327965,,0.020103750000998843,0.043285667001327965,0.043285667001327965,3.7860742499979096,2.0,3.752178916001867,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
board,1,1,0,2.0035971223021583,1.4577359160030028,,,,,,,,,,,,0,1,1,4,,,,,3.796709624999494,,3.7884423329960555,3.796709624999494,3.796709624999494,5.255620625001029,2.0035971223021583,1.4577359160030028,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
T-shirt,2,2,0,2.0035971223021583,1.078543167001044,,,,,,,,,,,,0,2,2,7,,,,,5.268081249996612,,5.258453207999992,5.268081249996612,5.268081249996612,6.345348916998773,2.0035971223021583,1.078543167001044,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
book,3,3,0,1.0107913669064748,2.1898105000000214,,,,,,,,,,,,0,3,3,0,,,,,6.355343082999752,,6.346985541997128,6.355343082999752,6.355343082999752,8.545620083001268,1.0107913669064748,2.1898105000000214,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Keys,4,4,0,1,1.7082707079971442,,,,,,,,,,,,0,4,4,13,,,,,8.556321208001464,,8.547981666997657,8.556321208001464,8.556321208001464,10.269257791995187,1,1.7082707079971442,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Case,5,5,0,1,0.7750786249962403,,,,,,,,,,,,0,5,5,10,,,,,10.279836916997738,,10.27069612500054,10.279836916997738,10.279836916997738,11.054786249995232,1,0.7750786249962403,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Poster,6,6,0,1.9928057553956835,1.7020880830023088,,,,,,,,,,,,0,6,6,14,,,,,11.068828167000902,,11.056313124994631,11.068828167000902,11.068828167000902,12.767803541995818,1.9928057553956835,1.7020880830023088,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Cruise,7,7,0,1.9928057553956835,0.7566787499963539,,,,,,,,,,,,0,7,7,11,,,,,12.77599645799637,,12.768979583001055,12.77599645799637,12.77599645799637,13.534057832999679,1.9928057553956835,0.7566787499963539,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Police,8,8,0,1.9928057553956835,0.7065100420004455,,,,,,,,,,,,0,8,8,12,,,,,13.542529291997198,,13.535321499999554,13.542529291997198,13.542529291997198,14.25128749999567,1.9928057553956835,0.7065100420004455,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
mouse,9,9,0,1.9928057553956835,0.4728790419976576,,,,,,,,,,,,0,9,9,8,,,,,14.259391166997375,,14.25238583299506,14.259391166997375,14.259391166997375,14.733960041994578,1.9928057553956835,0.4728790419976576,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
phone,10,10,0,1.9928057553956835,0.5900355830017361,,,,,,,,,,,,0,10,10,2,,,,,14.742870832997141,,14.73583533299825,14.742870832997141,14.742870832997141,15.334016749999137,1.9928057553956835,0.5900355830017361,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
cushion,11,11,0,1.9928057553956835,0.7232608750055078,,,,,,,,,,,,0,11,11,1,,,,,15.342092792001495,,15.335177458000544,15.342092792001495,15.342092792001495,16.06759270800103,1.9928057553956835,0.7232608750055078,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
marble,12,12,0,1.9928057553956835,0.7567003750009462,,,,,,,,,,,,0,12,12,3,,,,,16.075908624996373,,16.068800916997134,16.075908624996373,16.075908624996373,16.833911166999314,1.9928057553956835,0.7567003750009462,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Chart,13,13,0,1.9928057553956835,0.5235669589965255,,,,,,,,,,,,0,13,13,6,,,,,16.842088457997306,,16.835045624997292,16.842088457997306,16.842088457997306,17.367309166998893,1.9928057553956835,0.5235669589965255,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
Laptop,14,14,0,1.9928057553956835,1.1562629590043798,,,,,,,,,,,,0,14,14,5,,,,,17.37614499999472,,17.368978667000192,17.37614499999472,17.37614499999472,18.53457266699843,1.9928057553956835,1.1562629590043798,,,,,,,,,,,,,,,1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,0,0,0,,,c_m_ra,Camera,new,camera,[-0.047661870503597124],[-0.2949640287769784],[1],[0],[0],[5.159432291002304],['submit_text'],,,,,0,0,0,19,18.577350082996418,,,,,,,,18.567502082994906,18.577350082996418,18.577350082996418,18.577350082996418,0.032926624997344334,23.727195291998214,camera,[-0.047661870503597124],[-0.2949640287769784],[1],[0],[0],[5.159432291002304],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,1,1,0,,,_o_rd,Board ,old,board,[0.0017985611510791368],[-0.30035971223021585],[1],[0],[0],[5.183672125000157],['submit_text'],,,,,0,1,1,10,23.737944291999156,,,,,,,,23.72901954199915,23.737944291999156,23.737944291999156,23.737944291999156,0.0016966249968390912,28.913006750000932,board,[0.0017985611510791368],[-0.30035971223021585],[1],[0],[0],[5.183672125000157],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,2,2,0,,,c_s_e,Case,old,case,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.5629251249993104],['submit_text'],,,,,0,2,2,5,28.92653324999992,,,,,,,,28.915390582995315,28.92653324999992,28.92653324999992,28.92653324999992,0.002268124997499399,32.47862654199707,case,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.5629251249993104],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,3,3,0,,,bo_t_e,Bottle,new,bottle,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.297832667005423],['submit_text'],,,,,0,3,3,18,32.490996957996686,,,,,,,,32.48055516699969,32.490996957996686,32.490996957996686,32.490996957996686,0.001827458996558562,35.77868095799931,bottle,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.297832667005423],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,4,4,0,,,ta_l_,Table ,new,table,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.2413288750030915],['submit_text'],,,,,0,4,4,15,35.791197041995474,,,,,,,,35.78055108300032,35.791197041995474,35.791197041995474,35.791197041995474,0.0017726250007399358,39.02222004199575,table,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[3.2413288750030915],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,5,5,0,,,P_li_e,Police,old,police,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[2.5782835830032127],['submit_text'],,,,,0,5,5,7,39.03605091699865,,,,,,,,39.02438212499692,39.03605091699865,39.03605091699865,39.03605091699865,0.002058666999801062,41.6030545829999,police,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[2.5782835830032127],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,6,6,0,,,K_y_,Keys,old,keys,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[1.997368791999179],['submit_text'],,,,,0,6,6,8,41.61751883299439,,,,,,,,41.60507187499752,41.61751883299439,41.61751883299439,41.61751883299439,0.0018904590033343993,43.60280887499539,keys,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[1.997368791999179],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,7,7,0,,,_a_bl_,Marble,old,marble,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[7.814200084001641],['submit_text'],,,,,0,7,7,11,43.61716104199877,,,,,,,,43.60513720799645,43.61716104199877,43.61716104199877,43.61716104199877,0.0022176249985932373,51.419848792000266,marble,[-0.0008992805755395684],[-0.3129496402877698],[1],[0],[0],[7.814200084001641],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,8,8,0,,,v_s_,Vase,new,vase,[0.0],[-0.31115107913669066],[1],[0],[0],[2.365012000002025],['submit_text'],,,,,0,8,8,17,51.435620416996244,,,,,,,,51.42314616699878,51.435620416996244,51.435620416996244,51.435620416996244,0.0031626249983673915,53.788539249995665,vase,[0.0],[-0.31115107913669066],[1],[0],[0],[2.365012000002025],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,9,9,0,,,_oo_,Book,old,book,[0.0],[-0.31115107913669066],[1],[0],[0],[2.2219008340034634],['submit_text'],,,,,0,9,9,13,53.79969887499465,,,,,,,,53.79021549999743,53.79969887499465,53.79969887499465,53.79969887499465,0.0015602500061504543,56.01250325000001,book,[0.0],[-0.31115107913669066],[1],[0],[0],[2.2219008340034634],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,10,10,0,,,P_st_r,Poster,old,poster,[0.0],[-0.31115107913669066],[1],[0],[0],[2.537747665999632],['submit_text'],,,,,0,10,10,9,56.02609083299467,,,,,,,,56.0148095830009,56.02609083299467,56.02609083299467,56.02609083299467,0.002199250004196074,58.55304512500152,poster,[0.0],[-0.31115107913669066],[1],[0],[0],[2.537747665999632],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,11,11,0,,,p_nc_l,Pencil,new,pencil,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.780104375000519],['submit_text'],,,,,0,11,11,16,58.568038917001104,,,,,,,,58.555522208000184,58.568038917001104,58.568038917001104,58.568038917001104,0.002336291996471118,61.33598887499829,pencil,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.780104375000519],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,12,12,0,,,c_s_io_,Cushion,old,cushion,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.675781999998435],['submit_text'],,,,,0,12,12,14,61.34848499999498,,,,,,,,61.33795891699992,61.34848499999498,61.34848499999498,61.34848499999498,0.0018657090040505864,64.01415333299519,cushion,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.675781999998435],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,13,13,0,,,_ru_is_,Cruise,old,cruise,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.802456290999544],['submit_text'],,,,,0,13,13,6,64.02829904199461,,,,,,,,64.01666633299465,64.02829904199461,64.02829904199461,64.02829904199461,0.0023784169970895164,66.81957391699689,cruise,[0.022482014388489208],[-0.2904676258992806],[1],[0],[0],[2.802456290999544],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,14,14,0,,,_ou_se,mouse,old,mouse,[-0.009892086330935251],[-0.30755395683453235],[1],[0],[0],[2.913371709000785],['submit_text'],,,,,0,14,14,3,66.83465233299648,,,,,,,,66.82248241699563,66.83465233299648,66.83465233299648,66.83465233299648,0.0027734160030377097,69.73630729199795,mouse,[-0.009892086330935251],[-0.30755395683453235],[1],[0],[0],[2.913371709000785],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,15,15,0,,,T_hi_t,Tshirt,old,tshirt,"[-0.014388489208633094, -0.014388489208633094]","[-0.26169064748201437, -0.30305755395683454]","[1, 1]","[0, 0]","[0, 0]","[4.067637625004863, 4.556411375000607]","[None, 'submit_text']",,,,,0,15,15,2,69.74942483299674,,,,,,,,69.73857195799792,69.74942483299674,69.74942483299674,69.74942483299674,0.002115667004545685,74.29531683299865,tshirt,"[-0.014388489208633094, -0.014388489208633094]","[-0.26169064748201437, -0.30305755395683454]","[1, 1]","[0, 0]","[0, 0]","[4.067637625004863, 4.556411375000607]","[None, 'submit_text']",1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,16,16,0,,,l_pt_p,Laptop,old,laptop,[-0.013489208633093525],[-0.3012589928057554],[1],[0],[0],[3.0410766250060988],['submit_text'],,,,,0,16,16,0,74.30732008299674,,,,,,,,74.29720229200029,74.30732008299674,74.30732008299674,74.30732008299674,0.0017661250021774322,77.33865491699544,laptop,[-0.013489208633093525],[-0.3012589928057554],[1],[0],[0],[3.0410766250060988],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,17,17,0,,,P_as_tr_,Pastry,old,pastre,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[5.997779541001364],['submit_text'],,,,,0,17,17,4,77.3517983749989,,,,,,,,77.34067791699636,77.3517983749989,77.3517983749989,77.3517983749989,0.0019257079984527081,83.33886883300147,pastre,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[5.997779541001364],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,18,18,0,,,_ha_t,Chart,old,chart,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[3.400548292003805],['submit_text'],,,,,0,18,18,1,83.3680752079963,,,,,,,,83.34132583299652,83.3680752079963,83.3680752079963,83.3680752079963,0.0023164999947766773,86.74222216699854,chart,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[3.400548292003805],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
,19,19,0,,,_ho_e,Phone,old,phone,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[3.5777492920024088],['submit_text'],,,,,0,19,19,12,86.753584166996,,,,,,,,86.74392129199987,86.753584166996,86.753584166996,86.753584166996,0.001611415995284915,90.32206674999907,phone,[0.014388489208633094],[-0.29136690647482016],[1],[0],[0],[3.5777492920024088],['submit_text'],1,001,2024-11-06_10h22.29.035,primming 5.0,2024.2.4,121.49235179030909,2024-11-06 10h22.37.797061 +0530,
